,combination,driver,cost,unique_coverage,value,unique_courses
3184,188,Cat Toad,2,4,0.5,"{'RMX Choco Island 1R/T', 'MKT Merry Mountain R', 'RMX Vanilla Lake 1T', 'GBA Sunset Wilds R/T'}"
3186,188,Toad (Party Time),2,4,0.5,"{'3DS Toad Circuit R/T', 'SNES Mario Circuit 3R/T', '3DS Toad Circuit R', 'N64 Kalimari Desert 2T'}"
3180,188,Waluigi (Bus Driver),2,3,0.6666666666666666,"{'DS Waluigi Pinball T', 'N64 Kalimari Desert R', '3DS Mario Circuit T'}"
3188,188,Mario (Happi),2,3,0.6666666666666666,"{'SNES Mario Circuit 2R', '3DS Cheep Cheep Lagoon R/T', 'RMX Rainbow Road 1'}"
3190,188,Peach (Halloween),2,3,0.6666666666666666,"{'N64 Frappe Snowland', 'N64 Royal Raceway R/T', 'Wii Maple Treeway T'}"
3194,188,Pauline (Party Time),2,3,0.6666666666666666,"{'N64 Kalimari Desert 2', 'SNES Rainbow Road', ""GBA Bowser's Castle 1R/T""}"
3195,188,Penguin Luigi,2,2,1.0,"{'SNES Koopa Troopa Beach 2', 'DS DK Pass'}"
3204,189,Shy Guy (Ninja),2,24,0.08333333333333333,"{'SNES Donut Plains 2T', 'DS Airship Fortress R', 'N64 Choco Mountain R', '3DS Shy Guy Bazaar T', ""GBA Bowser's Castle 1R"", 'Wii DK Summit T', 'N64 Kalimari Desert T', '3DS Shy Guy Bazaar R/T', 'MKT Ninja Hideaway R', '3DS Neo Bowser City T', 'Wii DK Summit R', '3DS Neo Bowser City R', 'SNES Ghost Valley 1R/T', ""GBA Bowser's Castle 2"", 'SNES Choco Island 2T', 'MKT Ninja Hideaway T', ""DS Luigi's Mansion"", 'N64 Frappe Snowland T', '3DS Shy Guy Bazaar R', 'RMX Choco Island 2T', ""GBA Bowser's Castle 1"", 'MKT Ninja Hideaway', 'GBA Sunset Wilds', 'RMX Vanilla Lake 1'}"
3200,189,Pink Gold Peach,2,17,0.11764705882352941,"{'N64 Royal Raceway', 'SNES Rainbow Road R/T', 'N64 Choco Mountain', 'SNES Rainbow Road T', 'N64 Kalimari Desert 2R', 'GCN Yoshi Circuit R/T', 'N64 Royal Raceway R', 'N64 Royal Raceway T', 'RMX Choco Island 1', '3DS Rainbow Road R/T', 'RMX Choco Island 2R', '3DS Mario Circuit', ""DS Luigi's Mansion T"", 'SNES Mario Circuit 3T', '3DS Rainbow Road T', 'DS DK Pass T', 'DS Waluigi Pinball R/T'}"
3210,189,Black Yoshi,2,9,0.2222222222222222,"{'3DS Daisy Hills R/T', 'SNES Ghost Valley 1R', '3DS Daisy Hills', '3DS Toad Circuit', '3DS Rock Rock Mountain T', '3DS Daisy Hills T', 'SNES Ghost Valley 1T', 'RMX Mario Circuit 1R/T', 'N64 Choco Mountain T'}"
3208,189,Mario (Swimwear),2,7,0.2857142857142857,"{'3DS Cheep Cheep Lagoon R', 'SNES Mario Circuit 3', 'DS Airship Fortress T', 'SNES Mario Circuit 1R', 'RMX Mario Circuit 1', 'SNES Mario Circuit 1T', '3DS Cheep Cheep Lagoon'}"
3196,189,Baby Mario (Koala),2,6,0.3333333333333333,"{'GCN Dino Dino Jungle R', 'N64 Koopa Troopa Beach T', 'Wii DK Summit', 'SNES Donut Plains 1T', 'GBA Cheep-Cheep Island', 'MKT Ninja Hideaway R/T'}"
3198,189,Lakitu (Party Time),2,6,0.3333333333333333,"{'SNES Mario Circuit 3R', 'RMX Rainbow Road 1R', ""3DS Rosalina's Ice World"", 'DS Airship Fortress R/T', 'MKT Merry Mountain T', '3DS Rainbow Road R'}"
3202,189,Baby Peach (Cherub),2,6,0.3333333333333333,"{'SNES Donut Plains 2R/T', 'SNES Choco Island 1T', 'SNES Rainbow Road R', 'SNES Choco Island 1', 'RMX Rainbow Road 2T', 'SNES Choco Island 1R'}"
3206,189,Green Shy Guy,2,5,0.4,"{'N64 Koopa Troopa Beach', 'SNES Donut Plains 1', 'RMX Vanilla Lake 1R', '3DS Shy Guy Bazaar', 'GCN Dino Dino Jungle T'}"
3207,189,Peach (Halloween),2,5,0.4,"{'3DS Neo Bowser City R/T', 'Wii Maple Treeway T', 'N64 Frappe Snowland R', 'N64 Frappe Snowland', 'N64 Royal Raceway R/T'}"
3209,189,Daisy (Fairy),2,5,0.4,"{'N64 Koopa Troopa Beach R/T', ""DS Luigi's Mansion R/T"", '3DS Rainbow Road', 'GBA Sunset Wilds R', 'RMX Mario Circuit 1T'}"
3211,189,Penguin Luigi,2,5,0.4,"{'SNES Koopa Troopa Beach 2', 'DS DK Pass', '3DS Rock Rock Mountain', 'DS DK Pass R', '3DS Rock Rock Mountain R'}"
3199,189,Bowser Jr.,2,4,0.5,"{'N64 Kalimari Desert R/T', ""GBA Bowser's Castle 2R/T"", '3DS Cheep Cheep Lagoon T', ""GBA Bowser's Castle 1T""}"
3201,189,Cat Toad,2,4,0.5,"{'RMX Choco Island 1R/T', 'MKT Merry Mountain R', 'RMX Vanilla Lake 1T', 'GBA Sunset Wilds R/T'}"
3203,189,Toad (Party Time),2,4,0.5,"{'3DS Toad Circuit R/T', 'SNES Mario Circuit 3R/T', '3DS Toad Circuit R', 'N64 Kalimari Desert 2T'}"
3205,189,Bowser Jr. (Pirate),2,4,0.5,"{'N64 Kalimari Desert 2', ""GBA Bowser's Castle 1R/T"", '3DS Cheep Cheep Lagoon R/T', 'RMX Rainbow Road 1'}"
3197,189,Waluigi (Bus Driver),2,3,0.6666666666666666,"{'DS Waluigi Pinball T', 'N64 Kalimari Desert R', '3DS Mario Circuit T'}"
3212,189,Peach (Kimono),2,2,1.0,"{'SNES Mario Circuit 2R', 'SNES Rainbow Road'}"
3222,190,Shy Guy (Ninja),2,20,0.1,"{'SNES Donut Plains 2T', 'N64 Choco Mountain R', '3DS Shy Guy Bazaar T', ""GBA Bowser's Castle 1R"", 'Wii DK Summit T', 'N64 Kalimari Desert T', '3DS Shy Guy Bazaar R/T', 'Wii DK Summit R', '3DS Neo Bowser City T', 'SNES Ghost Valley 1R/T', ""GBA Bowser's Castle 2"", 'SNES Choco Island 2T', 'MKT Ninja Hideaway T', 'N64 Frappe Snowland T', '3DS Shy Guy Bazaar R', 'RMX Choco Island 2T', ""GBA Bowser's Castle 1"", 'MKT Ninja Hideaway', 'GBA Sunset Wilds', 'RMX Vanilla Lake 1'}"
3215,190,Gold Koopa (Freerunning),2,14,0.14285714285714285,"{'N64 Koopa Troopa Beach R', 'GCN Dino Dino Jungle R', 'N64 Koopa Troopa Beach T', 'N64 Koopa Troopa Beach R/T', 'N64 Koopa Troopa Beach', 'GCN Dino Dino Jungle', '3DS Rainbow Road R/T', 'SNES Mario Circuit 1R/T', 'RMX Choco Island 2R', '3DS Cheep Cheep Lagoon T', 'SNES Donut Plains 1T', 'SNES Mario Circuit 2R/T', '3DS Toad Circuit R/T', 'SNES Choco Island 1R'}"
3216,190,King Boo (Gold),2,12,0.16666666666666666,"{'SNES Rainbow Road R/T', 'SNES Choco Island 2', 'MKT Merry Mountain R', 'N64 Kalimari Desert 2R', 'Wii Maple Treeway', 'DS Airship Fortress', 'SNES Vanilla Lake 1T', 'RMX Choco Island 1', 'N64 Kalimari Desert 2T', '3DS Rainbow Road', 'SNES Koopa Troopa Beach 2R', 'Wii Maple Treeway R'}"
3213,190,Mario (Hakama),2,9,0.2222222222222222,"{'SNES Mario Circuit 1', 'SNES Mario Circuit 3R', 'SNES Mario Circuit 1R', 'DS Waluigi Pinball', ""GBA Bowser's Castle 1T"", 'SNES Mario Circuit 1T', 'DS Waluigi Pinball R', 'RMX Mario Circuit 1R/T', 'SNES Mario Circuit 2'}"
3219,190,Dry Bowser (Gold),2,6,0.3333333333333333,"{'DS Waluigi Pinball T', '3DS Neo Bowser City', 'N64 Kalimari Desert R', ""DS Luigi's Mansion T"", ""GBA Bowser's Castle 2R/T"", 'RMX Rainbow Road 1'}"
3220,190,Baby Peach (Cherub),2,6,0.3333333333333333,"{'RMX Rainbow Road 2T', 'SNES Rainbow Road R', 'N64 Frappe Snowland R/T', 'SNES Donut Plains 1R', '3DS Mario Circuit', 'DS DK Pass T'}"
3224,190,Daisy (Fairy),2,6,0.3333333333333333,"{'SNES Choco Island 2R', 'SNES Vanilla Lake 1R', 'RMX Choco Island 2', ""DS Luigi's Mansion R/T"", 'RMX Mario Circuit 1T', 'SNES Vanilla Lake 1R/T'}"
3229,190,White Yoshi,2,6,0.3333333333333333,"{'SNES Mario Circuit 3', 'RMX Mario Circuit 1', 'N64 Frappe Snowland', 'SNES Mario Circuit 3R/T', 'N64 Royal Raceway R/T', '3DS Toad Circuit R'}"
3214,190,Dixie Kong,2,5,0.4,"{'3DS Cheep Cheep Lagoon R', 'N64 Royal Raceway R', 'SNES Donut Plains 1', 'RMX Vanilla Lake 1R', '3DS Cheep Cheep Lagoon'}"
3221,190,Cat Toad,2,5,0.4,"{'N64 Choco Mountain R/T', '3DS Toad Circuit T', 'GBA Cheep-Cheep Island T', 'RMX Vanilla Lake 1T', ""GBA Bowser's Castle 2R""}"
3217,190,Lakitu (Party Time),2,4,0.5,"{'RMX Rainbow Road 2', 'DS Airship Fortress R/T', 'MKT Merry Mountain T', ""GBA Bowser's Castle 2T""}"
3225,190,Peach (Explorer),2,4,0.5,"{'GBA Cheep-Cheep Island', 'N64 Kalimari Desert R/T', 'GBA Cheep-Cheep Island R', 'Wii DK Summit'}"
3226,190,Black Yoshi,2,4,0.5,"{'3DS Daisy Hills R/T', 'N64 Choco Mountain', '3DS Rock Rock Mountain T', 'SNES Ghost Valley 1'}"
3228,190,Penguin Luigi,2,4,0.5,"{""DS Luigi's Mansion R"", '3DS Rock Rock Mountain', '3DS Mario Circuit R/T', 'DS Waluigi Pinball R/T'}"
3218,190,Shy Guy (Gold),2,3,0.6666666666666666,"{'DS Airship Fortress T', 'MKT Ninja Hideaway R/T', '3DS Shy Guy Bazaar'}"
3223,190,Yoshi (Egg Hunt),2,3,0.6666666666666666,"{'SNES Mario Circuit 2T', 'SNES Mario Circuit 2R', '3DS Cheep Cheep Lagoon R/T'}"
3227,190,Pauline (Party Time),2,2,1.0,"{'SNES Rainbow Road', 'N64 Frappe Snowland R'}"
3240,191,Shy Guy (Ninja),2,23,0.08695652173913043,"{'SNES Donut Plains 2T', 'DS Airship Fortress R', 'N64 Choco Mountain R', '3DS Shy Guy Bazaar T', ""GBA Bowser's Castle 1R"", 'Wii DK Summit T', 'N64 Kalimari Desert T', '3DS Shy Guy Bazaar R/T', 'MKT Ninja Hideaway R', '3DS Neo Bowser City T', 'Wii DK Summit R', 'SNES Ghost Valley 1R/T', ""GBA Bowser's Castle 2"", 'SNES Choco Island 2T', 'MKT Ninja Hideaway T', ""DS Luigi's Mansion"", 'N64 Frappe Snowland T', '3DS Shy Guy Bazaar R', 'RMX Choco Island 2T', ""GBA Bowser's Castle 1"", 'MKT Ninja Hideaway', 'GBA Sunset Wilds', 'RMX Vanilla Lake 1'}"
3232,191,Gold Koopa (Freerunning),2,14,0.14285714285714285,"{'N64 Koopa Troopa Beach R', 'GCN Dino Dino Jungle R', 'N64 Koopa Troopa Beach T', 'N64 Koopa Troopa Beach R/T', 'N64 Koopa Troopa Beach', 'GCN Dino Dino Jungle', '3DS Rainbow Road R/T', 'SNES Mario Circuit 1R/T', 'RMX Choco Island 2R', '3DS Cheep Cheep Lagoon T', 'SNES Donut Plains 1T', 'SNES Mario Circuit 2R/T', '3DS Toad Circuit R/T', 'SNES Choco Island 1R'}"
3230,191,Mario (Hakama),2,11,0.18181818181818182,"{'SNES Mario Circuit 1', 'SNES Mario Circuit 3R', 'SNES Rainbow Road T', 'SNES Mario Circuit 1R', 'SNES Ghost Valley 1T', 'DS Waluigi Pinball', ""GBA Bowser's Castle 1T"", 'SNES Mario Circuit 1T', 'DS Waluigi Pinball R', 'RMX Mario Circuit 1R/T', 'SNES Mario Circuit 2'}"
3242,191,Daisy (Fairy),2,8,0.25,"{'SNES Choco Island 2R', 'SNES Vanilla Lake 1R', 'RMX Choco Island 2', 'RMX Choco Island 1', ""DS Luigi's Mansion R/T"", '3DS Rainbow Road', 'RMX Mario Circuit 1T', 'SNES Vanilla Lake 1R/T'}"
3231,191,Dixie Kong,2,6,0.3333333333333333,"{'N64 Royal Raceway', '3DS Cheep Cheep Lagoon R', 'N64 Royal Raceway R', 'SNES Donut Plains 1', 'RMX Vanilla Lake 1R', '3DS Cheep Cheep Lagoon'}"
3237,191,Baby Peach (Cherub),2,6,0.3333333333333333,"{'RMX Rainbow Road 2T', 'SNES Rainbow Road R', 'N64 Frappe Snowland R/T', 'SNES Donut Plains 1R', '3DS Mario Circuit', 'DS DK Pass T'}"
3243,191,Peach (Explorer),2,6,0.3333333333333333,"{'Wii DK Summit', 'N64 Kalimari Desert 2T', 'N64 Royal Raceway T', 'GBA Cheep-Cheep Island', 'N64 Kalimari Desert R/T', 'GBA Cheep-Cheep Island R'}"
3235,191,Shy Guy (Gold),2,5,0.4,"{""GBA Bowser's Castle 1R/T"", '3DS Neo Bowser City R/T', 'DS Airship Fortress T', '3DS Shy Guy Bazaar', 'MKT Ninja Hideaway R/T'}"
3236,191,Dry Bowser (Gold),2,5,0.4,"{'DS Waluigi Pinball T', '3DS Neo Bowser City', 'N64 Kalimari Desert R', ""DS Luigi's Mansion T"", ""GBA Bowser's Castle 2R/T""}"
3239,191,Cat Toad,2,5,0.4,"{'MKT Merry Mountain R', 'N64 Choco Mountain R/T', '3DS Toad Circuit T', 'GBA Cheep-Cheep Island T', ""GBA Bowser's Castle 2R""}"
3246,191,White Yoshi,2,5,0.4,"{'SNES Mario Circuit 3', 'RMX Mario Circuit 1', 'SNES Mario Circuit 3R/T', 'N64 Royal Raceway R/T', '3DS Toad Circuit R'}"
3244,191,Black Yoshi,2,4,0.5,"{'3DS Daisy Hills R/T', 'N64 Choco Mountain', '3DS Rock Rock Mountain T', 'SNES Ghost Valley 1'}"
3234,191,Lakitu (Party Time),2,3,0.6666666666666666,"{'DS Airship Fortress R/T', ""GBA Bowser's Castle 2T"", 'RMX Rainbow Road 2R'}"
3241,191,Yoshi (Egg Hunt),2,3,0.6666666666666666,"{'SNES Mario Circuit 2T', 'SNES Mario Circuit 2R', '3DS Cheep Cheep Lagoon R/T'}"
3245,191,Penguin Luigi,2,3,0.6666666666666666,"{""DS Luigi's Mansion R"", '3DS Mario Circuit R/T', 'DS Waluigi Pinball R/T'}"
3233,191,Luigi (Painter),2,2,1.0,"{'SNES Rainbow Road', 'SNES Koopa Troopa Beach 2R'}"
3238,191,Yoshi (Reindeer),2,2,1.0,"{'SNES Vanilla Lake 1T', 'N64 Frappe Snowland R'}"
3257,192,Shy Guy (Ninja),2,23,0.08695652173913043,"{'SNES Donut Plains 2T', 'DS Airship Fortress R', 'N64 Choco Mountain R', '3DS Shy Guy Bazaar T', ""GBA Bowser's Castle 1R"", 'Wii DK Summit T', 'N64 Kalimari Desert T', '3DS Shy Guy Bazaar R/T', 'MKT Ninja Hideaway R', '3DS Neo Bowser City T', 'Wii DK Summit R', 'SNES Ghost Valley 1R/T', ""GBA Bowser's Castle 2"", 'SNES Choco Island 2T', 'MKT Ninja Hideaway T', ""DS Luigi's Mansion"", 'N64 Frappe Snowland T', '3DS Shy Guy Bazaar R', 'RMX Choco Island 2T', ""GBA Bowser's Castle 1"", 'MKT Ninja Hideaway', 'GBA Sunset Wilds', 'RMX Vanilla Lake 1'}"
3250,192,Gold Koopa (Freerunning),2,14,0.14285714285714285,"{'N64 Koopa Troopa Beach R', 'GCN Dino Dino Jungle R', 'N64 Koopa Troopa Beach T', 'N64 Koopa Troopa Beach R/T', 'N64 Koopa Troopa Beach', 'GCN Dino Dino Jungle', '3DS Rainbow Road R/T', 'SNES Mario Circuit 1R/T', 'RMX Choco Island 2R', '3DS Cheep Cheep Lagoon T', 'SNES Donut Plains 1T', 'SNES Mario Circuit 2R/T', '3DS Toad Circuit R/T', 'SNES Choco Island 1R'}"
3247,192,Mario (Hakama),2,11,0.18181818181818182,"{'SNES Mario Circuit 1', 'SNES Mario Circuit 3R', 'SNES Rainbow Road T', 'SNES Mario Circuit 1R', 'SNES Ghost Valley 1T', 'DS Waluigi Pinball', ""GBA Bowser's Castle 1T"", 'SNES Mario Circuit 1T', 'DS Waluigi Pinball R', 'RMX Mario Circuit 1R/T', 'SNES Mario Circuit 2'}"
3254,192,Dry Bowser (Gold),2,6,0.3333333333333333,"{'DS Waluigi Pinball T', '3DS Neo Bowser City', 'N64 Kalimari Desert R', ""DS Luigi's Mansion T"", ""GBA Bowser's Castle 2R/T"", 'RMX Rainbow Road 1'}"
3259,192,Peach (Explorer),2,6,0.3333333333333333,"{'Wii DK Summit', 'N64 Royal Raceway T', 'GCN Dino Dino Jungle R/T', 'GBA Cheep-Cheep Island', 'N64 Kalimari Desert R/T', 'GBA Cheep-Cheep Island R'}"
3251,192,Lakitu (Party Time),2,5,0.4,"{'RMX Rainbow Road 2R', 'MKT Merry Mountain T', ""GBA Bowser's Castle 2T"", 'RMX Rainbow Road 2', 'DS Airship Fortress R/T'}"
3255,192,Baby Peach (Cherub),2,5,0.4,"{'RMX Rainbow Road 2T', 'GCN Yoshi Circuit R/T', 'SNES Donut Plains 1R', '3DS Mario Circuit', 'DS DK Pass T'}"
3256,192,Cat Toad,2,5,0.4,"{'MKT Merry Mountain R', 'N64 Choco Mountain R/T', 'GBA Cheep-Cheep Island T', 'RMX Vanilla Lake 1T', ""GBA Bowser's Castle 2R""}"
3258,192,Daisy (Fairy),2,5,0.4,"{'SNES Choco Island 2R', 'RMX Choco Island 1', '3DS Rainbow Road', 'RMX Mario Circuit 1T', 'SNES Vanilla Lake 1R/T'}"
3248,192,Dixie Kong,2,4,0.5,"{'N64 Royal Raceway', 'N64 Royal Raceway R', 'SNES Donut Plains 1', '3DS Cheep Cheep Lagoon'}"
3253,192,Shy Guy (Gold),2,4,0.5,"{'DS Airship Fortress T', ""GBA Bowser's Castle 1R/T"", 'MKT Ninja Hideaway R/T', '3DS Shy Guy Bazaar'}"
3260,192,Black Yoshi,2,4,0.5,"{'3DS Daisy Hills R/T', 'GCN Yoshi Circuit', '3DS Rock Rock Mountain T', 'SNES Ghost Valley 1'}"
3261,192,White Yoshi,2,4,0.5,"{'N64 Frappe Snowland', 'SNES Mario Circuit 3R/T', 'N64 Royal Raceway R/T', 'SNES Mario Circuit 3'}"
3252,192,Ice Mario,2,3,0.6666666666666666,"{'SNES Rainbow Road', 'SNES Vanilla Lake 1T', 'SNES Koopa Troopa Beach 2R'}"
3262,192,Penguin Luigi,2,3,0.6666666666666666,"{'3DS Rock Rock Mountain', 'DS Waluigi Pinball R/T', 'DS DK Pass R'}"
3263,192,Luigi (Classic),2,3,0.6666666666666666,"{'SNES Mario Circuit 2T', 'SNES Mario Circuit 2R', 'N64 Frappe Snowland R'}"
3249,192,Captain Toad,2,1,2.0,{'3DS Cheep Cheep Lagoon R/T'}
3271,193,Shy Guy (Ninja),2,19,0.10526315789473684,"{'SNES Donut Plains 2T', 'DS Airship Fortress R', 'N64 Choco Mountain R', '3DS Shy Guy Bazaar T', 'Wii DK Summit T', 'N64 Kalimari Desert T', '3DS Shy Guy Bazaar R/T', 'Wii DK Summit R', '3DS Neo Bowser City T', 'MKT Ninja Hideaway R', 'SNES Choco Island 2T', 'MKT Ninja Hideaway T', ""DS Luigi's Mansion"", 'N64 Frappe Snowland T', '3DS Shy Guy Bazaar R', 'RMX Choco Island 2T', 'MKT Ninja Hideaway', 'GBA Sunset Wilds', 'RMX Vanilla Lake 1'}"
3268,193,Dry Bones (Gold),2,15,0.13333333333333333,"{""GBA Bowser's Castle 2R/T"", 'SNES Koopa Troopa Beach 2', 'RMX Rainbow Road 1R', ""GBA Bowser's Castle 1R/T"", 'SNES Vanilla Lake 1R/T', 'SNES Rainbow Road R', 'N64 Kalimari Desert 2R', '3DS Neo Bowser City R/T', 'N64 Kalimari Desert 2', ""GBA Bowser's Castle 2T"", 'SNES Choco Island 1', 'SNES Ghost Valley 1', 'DS Airship Fortress R/T', 'SNES Rainbow Road', ""GBA Bowser's Castle 2R""}"
3266,193,Gold Koopa (Freerunning),2,13,0.15384615384615385,"{'N64 Koopa Troopa Beach R', 'GCN Dino Dino Jungle R', 'N64 Koopa Troopa Beach T', 'N64 Koopa Troopa Beach R/T', 'N64 Koopa Troopa Beach', 'GCN Dino Dino Jungle', 'SNES Mario Circuit 1R/T', 'RMX Choco Island 2R', '3DS Cheep Cheep Lagoon T', 'SNES Donut Plains 1T', 'SNES Mario Circuit 2R/T', '3DS Toad Circuit R/T', 'SNES Choco Island 1R'}"
3264,193,Mario (Hakama),2,11,0.18181818181818182,"{'SNES Mario Circuit 1', 'SNES Mario Circuit 3R', 'SNES Rainbow Road T', 'SNES Mario Circuit 1R', 'SNES Ghost Valley 1T', 'DS Waluigi Pinball', ""GBA Bowser's Castle 1T"", 'SNES Mario Circuit 1T', 'DS Waluigi Pinball R', 'RMX Mario Circuit 1R/T', 'SNES Mario Circuit 2'}"
3277,193,Peach (Explorer),2,9,0.2222222222222222,"{'SNES Ghost Valley 1R', 'N64 Choco Mountain T', 'Wii DK Summit', 'N64 Kalimari Desert 2T', 'N64 Royal Raceway T', 'GCN Dino Dino Jungle R/T', 'N64 Kalimari Desert R/T', 'GCN Dino Dino Jungle T', 'Wii Maple Treeway R'}"
3265,193,Dixie Kong,2,8,0.25,"{'N64 Royal Raceway', '3DS Cheep Cheep Lagoon R', '3DS Daisy Hills', 'N64 Royal Raceway R', 'SNES Donut Plains 1', 'RMX Vanilla Lake 1R', 'RMX Choco Island 1T', '3DS Cheep Cheep Lagoon'}"
3269,193,Baby Peach (Cherub),2,8,0.25,"{'SNES Rainbow Road R/T', 'RMX Rainbow Road 2T', 'SNES Choco Island 1T', 'GCN Yoshi Circuit R/T', 'N64 Frappe Snowland R/T', 'SNES Donut Plains 1R', '3DS Mario Circuit', 'DS DK Pass T'}"
3272,193,Luigi (Lederhosen),2,6,0.3333333333333333,"{'N64 Choco Mountain', 'N64 Kalimari Desert R', 'N64 Choco Mountain R/T', 'RMX Vanilla Lake 1T', ""DS Luigi's Mansion T"", '3DS Shy Guy Bazaar'}"
3278,193,White Yoshi,2,6,0.3333333333333333,"{'3DS Toad Circuit', 'SNES Mario Circuit 3', 'RMX Mario Circuit 1', 'N64 Frappe Snowland', 'SNES Mario Circuit 3R/T', 'N64 Royal Raceway R/T'}"
3279,193,Penguin Luigi,2,6,0.3333333333333333,"{'SNES Koopa Troopa Beach 2T', ""3DS Rosalina's Ice World T"", 'DS DK Pass R/T', '3DS Rock Rock Mountain', 'DS DK Pass R', '3DS Rock Rock Mountain R'}"
3276,193,Daisy (Fairy),2,5,0.4,"{'SNES Choco Island 2R', 'RMX Choco Island 2', 'RMX Choco Island 1', 'GBA Sunset Wilds R', 'RMX Mario Circuit 1T'}"
3273,193,Builder Toadette,2,4,0.5,"{'GBA Cheep-Cheep Island T', '3DS Daisy Hills R/T', '3DS Rainbow Road T', '3DS Rock Rock Mountain T'}"
3274,193,Bowser Jr. (Pirate),2,4,0.5,"{'3DS Neo Bowser City', 'SNES Vanilla Lake 1T', 'SNES Koopa Troopa Beach 2R', '3DS Cheep Cheep Lagoon R/T'}"
3267,193,Lakitu (Party Time),2,3,0.6666666666666666,"{'RMX Rainbow Road 2', 'MKT Merry Mountain T', '3DS Rainbow Road R'}"
3270,193,Lakitu,2,2,1.0,"{'3DS Toad Circuit T', 'MKT Merry Mountain R'}"
3275,193,Fire Rosalina,2,2,1.0,"{'GCN Yoshi Circuit', 'MKT Ninja Hideaway R/T'}"
3280,193,Luigi (Classic),2,2,1.0,"{'SNES Mario Circuit 2R', 'N64 Frappe Snowland R'}"
3287,194,Shy Guy (Ninja),2,24,0.08333333333333333,"{'SNES Donut Plains 2T', 'DS Airship Fortress R', 'N64 Choco Mountain R', '3DS Shy Guy Bazaar T', ""GBA Bowser's Castle 1R"", 'Wii DK Summit T', 'N64 Kalimari Desert T', '3DS Shy Guy Bazaar R/T', 'MKT Ninja Hideaway R', '3DS Neo Bowser City T', 'Wii DK Summit R', '3DS Neo Bowser City R', 'SNES Ghost Valley 1R/T', ""GBA Bowser's Castle 2"", 'SNES Choco Island 2T', 'MKT Ninja Hideaway T', ""DS Luigi's Mansion"", 'N64 Frappe Snowland T', '3DS Shy Guy Bazaar R', 'RMX Choco Island 2T', ""GBA Bowser's Castle 1"", 'MKT Ninja Hideaway', 'GBA Sunset Wilds', 'RMX Vanilla Lake 1'}"
3281,194,Mario (Hakama),2,12,0.16666666666666666,"{'SNES Mario Circuit 1', 'SNES Mario Circuit 3R', 'SNES Rainbow Road T', 'SNES Mario Circuit 1R', 'SNES Ghost Valley 1T', 'DS Waluigi Pinball', ""GBA Bowser's Castle 1T"", '3DS Mario Circuit T', 'SNES Mario Circuit 1T', 'DS Waluigi Pinball R', 'RMX Mario Circuit 1R/T', 'SNES Mario Circuit 2'}"
3297,194,White Yoshi,2,8,0.25,"{'3DS Toad Circuit', 'SNES Mario Circuit 3', 'RMX Mario Circuit 1', 'N64 Frappe Snowland', '3DS Toad Circuit R/T', 'SNES Mario Circuit 3R/T', 'SNES Mario Circuit 3T', '3DS Toad Circuit R'}"
3284,194,Baby Peach (Cherub),2,7,0.2857142857142857,"{'SNES Rainbow Road R/T', 'RMX Rainbow Road 2T', 'N64 Frappe Snowland R/T', 'SNES Choco Island 1', 'SNES Donut Plains 1R', '3DS Mario Circuit', 'DS DK Pass T'}"
3285,194,Cat Toad,2,6,0.3333333333333333,"{'MKT Merry Mountain R', 'N64 Choco Mountain R/T', '3DS Toad Circuit T', 'RMX Vanilla Lake 1T', 'RMX Choco Island 1T', ""GBA Bowser's Castle 2R""}"
3282,194,Dry Bowser (Gold),2,5,0.4,"{'DS Waluigi Pinball T', 'RMX Rainbow Road 1R', 'N64 Kalimari Desert R', ""DS Luigi's Mansion T"", ""GBA Bowser's Castle 2R/T""}"
3288,194,Builder Toadette,2,5,0.4,"{'3DS Daisy Hills R/T', '3DS Daisy Hills T', 'SNES Mario Circuit 1R/T', 'SNES Donut Plains 1T', 'DS Airship Fortress R/T'}"
3295,194,Pauline (Party Time),2,5,0.4,"{'N64 Royal Raceway', ""GBA Bowser's Castle 1R/T"", '3DS Neo Bowser City R/T', 'N64 Frappe Snowland R', 'SNES Rainbow Road'}"
3286,194,Funky Kong,2,4,0.5,"{'3DS Cheep Cheep Lagoon', 'SNES Vanilla Lake 1T', ""GBA Bowser's Castle 2T"", '3DS Cheep Cheep Lagoon R'}"
3289,194,Green Shy Guy,2,4,0.5,"{'N64 Koopa Troopa Beach', '3DS Shy Guy Bazaar', 'SNES Donut Plains 1', 'SNES Koopa Troopa Beach 2R'}"
3290,194,Yoshi (Egg Hunt),2,4,0.5,"{'SNES Mario Circuit 2T', 'SNES Mario Circuit 2R', '3DS Daisy Hills', '3DS Cheep Cheep Lagoon R/T'}"
3293,194,Peach (Explorer),2,4,0.5,"{'GCN Dino Dino Jungle R', 'SNES Ghost Valley 1R', 'Wii DK Summit', 'N64 Kalimari Desert 2T'}"
3294,194,Daisy (Fairy),2,4,0.5,"{'N64 Koopa Troopa Beach R/T', 'SNES Choco Island 2R/T', 'SNES Vanilla Lake 1R', 'RMX Choco Island 1'}"
3296,194,Penguin Luigi,2,4,0.5,"{'3DS Mario Circuit R/T', '3DS Rock Rock Mountain', 'DS DK Pass R/T', ""DS Luigi's Mansion R""}"
3283,194,Shy Guy (Pastry Chef),2,3,0.6666666666666666,"{'N64 Koopa Troopa Beach R', 'N64 Choco Mountain', 'N64 Koopa Troopa Beach T'}"
